CNW,CIRRUS NETWORKS HOLDINGS LIMITED|Software & Services
CTR,CITATION RESOURCES LTD|Energy
CTO,CITIGOLD CORPORATION LIMITED|Materials
CLY,CLANCY EXPLORATION LIMITED|Materials
CND,CLARIUS GROUP LIMITED|Commercial & Professional Services
CL1,CLASS LIMITED|Software & Services
CLZ,CLASSIC MINERALS LTD|Materials
CSS,CLEAN SEAS SEAFOOD LIMITED|Food & Beverage & Tobacco
CLQ,CLEAN TEQ HOLDINGS LIMITED|Commercial & Professional Services
CWY,CLEANAWAY WASTE MANAGEMENT LIMITED|Commercial & Professional Services
CVW,CLEARVIEW WEALTH LIMITED|Diversified Financials
CDG,CLEVELAND MINING COMPANY LIMITED|Materials
CAM,CLIME CAPITAL LIMITED|Not Applic
CIW,CLIME INVESTMENT MANAGEMENT LTD|Diversified Financials
CUV,CLINUVEL PHARMACEUTICALS LIMITED|Pharmaceuticals & Biotechnology & Life Sciences
CLV,CLOVER CORPORATION LIMITED|Health Care Equipment & Services
CMI,CMI LIMITED.|Capital Goods
CGR,CML GROUP LIMITED|Commercial & Professional Services
CZA,COAL OF AFRICA LIMITED|Energy
CBQ,COALBANK LIMITED|Energy
CA8,COASSETS LIMITED.|Software & Services
COB,COBALT BLUE HOLDINGS LIMITED|Materials
CCL,COCA-COLA AMATIL LIMITED|Food & Beverage & Tobacco
COH,COCHLEAR LIMITED|Health Care Equipment & Services
CDA,CODAN LIMITED|Technology Hardware & Equipment
CGS,COGSTATE LTD|Health Care Equipment & Services
CHK,COHIBA MINERALS LIMITED|Materials
CKA,COKAL LIMITED|Materials
CL8,COLLABORATE CORPORATION LIMITED|Software & Services
CLH,COLLECTION HOUSE LIMITED|Commercial & Professional Services
CKF,COLLINS FOODS LIMITED|Consumer Services
CRL,COMET RESOURCES LIMITED|Materials
COI,COMET RIDGE LIMITED|Energy
CBA,COMMONWEALTH BANK OF AUSTRALIA.|Banks
COM,COMOPS LIMITED|Software & Services
CFF,COMPAGNIE DE FINANCEMENT FONCIER|Not Applic
CMP,COMPUMEDICS LIMITED|Health Care Equipment & Services
CPU,COMPUTERSHARE LIMITED.|Software & Services
CDB,CONDOR BLANCO MINES LIMITED|Materials
CNJ,CONICO LTD|Materials
CIO,CONNECTED IO LIMITED|Technology Hardware & Equipment
CXZ,CONNEXION MEDIA LIMITED|Commercial & Professional Services
COG,CONSOLIDATED OPERATIONS GROUP LIMITED|Not Applic
CSD,CONSOLIDATED TIN MINES LIMITED|Materials
CZL,CONSOLIDATED ZINC LIMITED|Materials
CEN,CONTACT ENERGY LIMITED|Utilities
CGA,CONTANGO ASSET MANAGEMENT LIMITED|Diversified Financials
CIE,CONTANGO INCOME GENERATOR LIMITED|Not Applic
CTN,CONTANGO MICROCAP LIMITED|Diversified Financials
COE,COOPER ENERGY LIMITED|Energy
CSE,COPPER STRIKE LIMITED|Materials
COY,COPPERMOLY LIMITED|Materials
CZN,CORAZON MINING LIMITED|Materials
CXO,CORE EXPLORATION LIMITED|Materials
CIZ,CORIZON LIMITED|Materials
CTD,CORPORATE TRAVEL MANAGEMENT LIMITED|Consumer Services
COO,CORUM GROUP LIMITED|Software & Services
CGC,COSTA GROUP HOLDINGS LIMITED|Food & Beverage & Tobacco
CMT,COTT OIL AND GAS LIMITED|Energy
CGM,COUGAR METALS NL|Materials
CUP,COUNTPLUS LIMITED|Commercial & Professional Services
CCJ,COUNTY INTERNATIONAL LIMITED|Energy
CVT,COVATA LIMITED|Software & Services
CYG,COVENTRY GROUP LIMITED|Capital Goods
CYY,COVENTRY RESOURCES LIMITED.|Materials
CZR,COZIRON RESOURCES LIMITED|Materials
CGO,CPT GLOBAL LIMITED|Software & Services
CXX,CRADLE RESOURCES LIMITED|Materials
CGN,CRATER GOLD MINING LIMITED|Materials
CR8,CRE8TEK LIMITED|Software & Services
CCP,CREDIT CORP GROUP LIMITED|Diversified Financials
CPH,CRESO PHARMA LIMITED|Pharmaceuticals & Biotechnology & Life Sciences
CMW,CROMWELL PROPERTY GROUP|Real Estate
CUX,CROSSLAND STRATEGIC METALS LTD|Materials
CM8,CROWD MOBILE LIMITED|Media
CWN,CROWN RESORTS LIMITED|Consumer Services
CUF,CRUSADE ABS SERIES 2013-1 TRUST|Not Applic
CUH,CRUSADE ABS SERIES 2015-1 TRUST|Not Applic
CU1,CRUSADE ABS SERIES 2016-1 TRUST|Not Applic
CU2,CRUSADE ABS SERIES 2017-1 TRUST|Not Applic
CSN,CRUSADE EURO TRUST NO.1E OF 2007|Not Applic
CTH,CRUSADE GLOBAL TRUST NO.1 OF 2007|Not Applic
CAS,CRUSADER RESOURCES LIMITED|Materials
CTE,CRYOSITE LIMITED|Pharmaceuticals & Biotechnology & Life Sciences
CSV,CSG LIMITED|Software & Services
CSL,CSL LIMITED|Pharmaceuticals & Biotechnology & Life Sciences
CSR,CSR LIMITED|Materials
CLX,CTI LOGISTICS LIMITED|Transportation
CDU,CUDECO LIMITED|Materials
CUE,CUE ENERGY RESOURCES LIMITED|Energy
CUL,CULLEN RESOURCES LIMITED|Materials
CV1,CV CHECK LTD|Software & Services
CVC,CVC LIMITED|Diversified Financials
CWH,CWH RESOURCES LTD|Materials
CYB,CYBG PLC|Banks
CYQ,CYCLIQ GROUP LTD|Software & Services
CYC,CYCLOPHARM LIMITED|Health Care Equipment & Services
CYP,CYNATA THERAPEUTICS LIMITED|Pharmaceuticals & Biotechnology & Life Sciences
DCN,DACIAN GOLD LIMITED|Materials
DKO,DAKOTA MINERALS LIMITED|Materials
DAU,DAMPIER GOLD LIMITED|Materials
DNK,DANAKALI LIMITED|Materials
DHR,DARK HORSE RESOURCES LIMITED|Materials
DTM,DART MINING NL|Materials
DTL,DATA#3 LIMITED|Software & Services
DDT,DATADOT TECHNOLOGY LIMITED|Automobiles & Components
DTR,DATELINE RESOURCES LIMITED|Materials
DTX,DATETIX GROUP LTD|Software & Services
DAV,DAVENPORT RESOURCES LIMITED|Materials
DW8,DAWINE LTD|Food & Beverage & Tobacco
DEG,DE GREY MINING LIMITED|Materials
DEM,DE.MEM LIMITED|Utilities
DSX,DECIMAL SOFTWARE LIMITED|Software & Services
DCG,DECMIL GROUP LIMITED|Capital Goods
DYL,DEEP YELLOW LIMITED|Energy
DLC,DELECTA LIMITED|Retailing
DSB,DELTA SBD LIMITED|Materials
DMI,DEMPSEY MINERALS LIMITED|Materials
D13,DEPARTMENT 13 INTERNATIONAL LTD|Capital Goods
DGH,DESANE GROUP HOLDINGS LIMITED|Real Estate
DVN,DEVINE LIMITED|Real Estate
DXS,DEXUS PROPERTY GROUP|Real Estate
DGO,DGO GOLD LIMITED|Materials
DGR,DGR GLOBAL LIMITED|Materials
DRX,DIATREME RESOURCES LIMITED|Materials
DDR,DICKER DATA LIMITED|Technology Hardware & Equipment
DMC,DIGIMATIC GROUP LIMITED|Software & Services
DCC,DIGITALX LIMITED|Software & Services
DXB,DIMERIX LIMITED|Pharmaceuticals & Biotechnology & Life Sciences
DXF,DING SHENG XIN FINANCE CO. LIMITED|Diversified Financials
DGX,DIPLOMA GROUP LIMITED|Capital Goods
DM1,DIRECTMONEY LIMITED|Diversified Financials
DAF,DISCOVERY AFRICA LIMITED|Materials
DUI,DIVERSIFIED UNITED INVESTMENT LIMITED|Diversified Financials
DJW,DJERRIWARRH INVESTMENTS LIMITED|Diversified Financials
DCL,DOMACOM LIMITED|Diversified Financials
DME,DOME GOLD MINES LIMITED|Materials
DMP,DOMINO'S PIZZA ENTERPRISES LIMITED|Consumer Services
DNA,DONACO INTERNATIONAL LIMITED|Consumer Services
DFM,DONGFANG MODERN AGRICULTURE HOLDING GROUP LIMITED|Food & Beverage & Tobacco
DRM,DORAY MINERALS LIMITED|Materials
DVL,DORSAVI LTD|Pharmaceuticals & Biotechnology & Life Sciences
DTZ,DOTZ NANO LIMITED|Semiconductors & Semiconductor Equipment
DOW,DOWNER EDI LIMITED|Commercial & Professional Services
DRA,DRAGON MINING LIMITED|Materials
DMG,DRAGON MOUNTAIN GOLD LIMITED|Materials
DTS,DRAGONTAIL SYSTEMS LIMITED|Software & Services
DRG,DRAIG RESOURCES LIMITED|Materials
DRK,DRAKE RESOURCES LIMITED|Materials
DN8,DREAMSCAPE NETWORKS LIMITED|Software & Services
DAM,DRIVER AUSTRALIA MASTER TRUST|Not Applic
DAE,DRIVER AUSTRALIA THREE TRUST|Not Applic
DAQ,DRIVER AUSTRALIA TWO TRUST|Not Applic
DRO,DRONESHIELD LIMITED|Technology Hardware & Equipment
DSE,DROPSUITE LIMITED|Software & Services
DTI,DTI GROUP LTD|Technology Hardware & Equipment
DUB,DUBBER CORPORATION LIMITED|Software & Services
DUE,DUET GROUP|Utilities
DKM,DUKETON MINING LIMITED|Materials
DLX,DULUXGROUP LIMITED|Materials
D2O,DUXTON WATER LIMITED|Utilities
DWS,DWS LIMITED|Software & Services
DYE,DYESOL LIMITED|Semiconductors & Semiconductor Equipment
DMA,DYNASTY RESOURCES LIMITED|Materials
EAL,E & A LIMITED|Capital Goods
E2M,E2 METALS LIMITED|Materials
ENL,EAGLE NICKEL LIMITED|Materials
EER,EAST ENERGY RESOURCES LIMITED|Energy
EWE,EAST WEST ENERGY LIMITED|Energy
EGS,EASTERN GOLDFIELDS LIMITED|Materials
EFE,EASTERN IRON LIMITED|Materials
EAS,EASTON INVESTMENTS LIMITED|Diversified Financials
EBO,EBOS GROUP LIMITED|Health Care Equipment & Services
ECG,ECARGO HOLDINGS LIMITED|Commercial & Professional Services
EAR,ECHO RESOURCES LIMITED|Materials
EPM,ECLIPSE METALS LIMITED.|Energy
ECX,ECLIPX GROUP LIMITED|Diversified Financials
EDE,EDEN INNOVATIONS LTD|Energy
EGA,EGAN STREET RESOURCES LIMITED|Materials
EDC,EILDON CAPITAL LIMITED|Diversified Financials
ENN,ELANOR INVESTORS GROUP|Consumer Services
ERF,ELANOR RETAIL PROPERTY FUND|Real Estate
ELD,ELDERS LIMITED|Food & Beverage & Tobacco
EOS,ELECTRO OPTIC SYSTEMS HOLDINGS LIMITED|Capital Goods
ELT,ELEMENTOS LIMITED|Materials
EXR,ELIXIR PETROLEUM LIMITED|Energy
ELK,ELK PETROLEUM LIMITED|Energy
EAI,ELLERSTON ASIAN INVESTMENTS LIMITED|Not Applic
EGI,ELLERSTON GLOBAL INVESTMENTS LIMITED|Not Applic
ELX,ELLEX MEDICAL LASERS LIMITED|Health Care Equipment & Services
EYM,ELYSIUM RESOURCES LIMITED|Materials
EMB,EMBELTON LIMITED|Capital Goods
EHL,EMECO HOLDINGS LIMITED|Capital Goods
EMC,EMEFCY GROUP LIMITED|Commercial & Professional Services
EMR,EMERALD RESOURCES NL|Materials
EMG,EMERGENT RESOURCES LIMITED|Materials
EMF,EMERGING MARKETS MASTERS FUND|Not Applic
EML,EML PAYMENTS LIMITED|Diversified Financials
ERM,EMMERSON RESOURCES LIMITED|Materials
ERX,EMPEROR RANGE GROUP LIMITED|Materials
EEG,EMPIRE ENERGY GROUP LIMITED|Energy
EGO,EMPIRE OIL & GAS NL|Energy
ERL,EMPIRE RESOURCES LIMITED|Materials
EPD,EMPIRED LTD|Software & Services
EMU,EMU NL|Materials
ENR,ENCOUNTER RESOURCES LIMITED|Materials
ENB,ENEABBA GAS LIMITED|Utilities
ENX,ENEGEX LIMITED|Energy
EMX,ENERGIA MINERALS LIMITED|Energy
EAX,ENERGY ACTION LIMITED|Commercial & Professional Services
EME,ENERGY METALS LTD|Energy
EOL,ENERGY ONE LIMITED|Software & Services
ERA,ENERGY RESOURCES OF AUSTRALIA LIMITED|Energy
EGY,ENERGY TECHNOLOGIES LIMITED|Capital Goods
EWC,ENERGY WORLD CORPORATION LTD|Utilities
ERJ,ENERJI LTD|Utilities
EGG,ENERO GROUP LIMITED|Media
EGN,ENGENCO LIMITED|Capital Goods
EOR,ENHANCED OIL & GAS RECOVERY LIMITED|Energy
ENC,ENICE HOLDING COMPANY LIMITED|Telecommunication Services
EXO,ENNOX GROUP LTD|Diversified Financials
E88,ENSOGO LIMITED|Retailing
ENA,ENSURANCE LTD|Insurance
ETE,ENTEK ENERGY LTD|Energy
ENT,ENTERPRISE METALS LIMITED|Materials
EVM,ENVIROMISSION LIMITED|Utilities
ESI,ENVIRONMENTAL CLEAN TECHNOLOGIES LIMITED|Commercial & Professional Services
EGL,ENVIRONMENTAL GROUP LIMITED (THE)|Capital Goods
EVS,ENVIROSUITE LIMITED|Commercial & Professional Services
ENZ,ENZUMO LIMITED|Software & Services
EPT,EPAT TECHNOLOGIES LTD|Health Care Equipment & Services
EPA,EPHRAIM RESOURCES LIMITED|Not Applic
EQT,EQT HOLDINGS LIMITED|Diversified Financials
EQU,EQUATOR RESOURCES LTD|Materials
EQX,EQUATORIAL RESOURCES LIMITED|Materials
EQE,EQUUS MINING LIMITED|Materials
EPW,ERM POWER LIMITED|Utilities
ESE,ESENSE-LAB LTD|Pharmaceuticals & Biotechnology & Life Sciences
ESV,ESERVGLOBAL LIMITED|Software & Services
ESM,ESPERANCE MINERALS LIMITED|Materials
ESH,ESPORTS MOGUL ASIA PACIFIC LIMITED|Software & Services
EHE,ESTIA HEALTH LIMITED|Health Care Equipment & Services
ESR,ESTRELLA RESOURCES LIMITED|Materials
GOL,ETFS METAL SECURITIES AUSTRALIA LIMITED.|Diversified Financials
ESK,ETHERSTACK PLC|Software & Services
EUM,EUMERALLA RESOURCES LIMITED|Materials
EBG,EUMUNDI GROUP LIMITED|Consumer Services
EGH,EUREKA GROUP HOLDINGS LIMITED|Real Estate
EUR,EUROPEAN LITHIUM LIMITED|Materials
EMH,EUROPEAN METALS HOLDINGS LIMITED|Materials
EZL,EUROZ LIMITED|Diversified Financials
EVE,EVE INVESTMENTS LIMITED|Diversified Financials
EVT,EVENT HOSPITALITY AND ENTERTAINMENT LTD|Media
EVN,EVOLUTION MINING LIMITED|Materials
EVO,EVOLVE EDUCATION GROUP LIMITED|Consumer Services
EVZ,EVZ LIMITED|Capital Goods
EXG,EXCELSIOR GOLD LIMITED|Materials
EXU,EXPLAURUM LIMITED|Materials
EXC,EXTERRA RESOURCES LIMITED|Materials
EZA,EZA CORPORATION LTD|Commercial & Professional Services
FTT,FACTOR THERAPEUTICS LIMITED|Pharmaceuticals & Biotechnology & Life Sciences
FXJ,FAIRFAX MEDIA LIMITED|Media
FZO,FAMILY ZONE CYBER SAFETY LIMITED|Software & Services
FAR,FAR LIMITED|Energy
FRM,FARM PRIDE FOODS LIMITED|Food & Beverage & Tobacco
FFC,FARMAFORCE LIMITED|Health Care Equipment & Services
FBR,FASTBRICK ROBOTICS LTD|Capital Goods
FE8,FASTER ENTERPRISES LTD|Real Estate
FPC,FAT PROPHETS GLOBAL CONTRARIAN FUND LTD|Not Applic
FFG,FATFISH INTERNET GROUP LTD|Diversified Financials
FEL,FE LIMITED|Materials
FCR,FERRUM CRESCENT LIMITED|Materials
FTZ,FERTOZ LIMITED|Materials
FFI,FFI HOLDINGS LIMITED|Food & Beverage & Tobacco
FID,FIDUCIAN GROUP LIMITED|Diversified Financials
FRI,FINBAR GROUP LIMITED|Real Estate
FND,FINDERS RESOURCES LIMITED|Materials
FGR,FIRST GRAPHITE LIMITED|Materials
FGF,FIRST GROWTH FUNDS LIMITED|Not Applic
FMA,FIRSTMAC MORTGAGE FUNDING TRUST SERIES 1-2007|Not Applic
FCT,FIRSTWAVE CLOUD TECHNOLOGY LIMITED|Software & Services
FPH,FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED|Health Care Equipment & Services
FZR,FITZROY RIVER CORPORATION LTD|Energy
FSI,FLAGSHIP INVESTMENTS LIMITED|Diversified Financials
FWD,FLEETWOOD CORPORATION LIMITED|Consumer Durables & Apparel
FBU,FLETCHER BUILDING LIMITED|Materials
FXL,FLEXIGROUP LIMITED|Diversified Financials
FRX,FLEXIROAM LIMITED|Telecommunication Services
FLT,FLIGHT CENTRE TRAVEL GROUP LIMITED|Consumer Services
FMS,FLINDERS MINES LIMITED|Materials
FML,FOCUS MINERALS LTD|Materials
FET,FOLKESTONE EDUCATION TRUST|Real Estate
FLK,FOLKESTONE LIMITED|Real Estate
FSF,FONTERRA SHAREHOLDERS' FUND|Food & Beverage & Tobacco
FOR,FORAGER AUSTRALIAN SHARES FUND|Not Applic
4CE,FORCE COMMODITIES LIMITED|Materials
FRC,FORTE CONSOLIDATED LIMITED|Materials
FMG,FORTESCUE METALS GROUP LTD|Materials
FOY,FOY GROUP LIMITED|Materials
FRN,FRASER RANGE METALS GROUP LTD|Materials
FNP,FREEDOM FOODS GROUP LIMITED|Food & Beverage & Tobacco
FIG,FREEDOM INSURANCE GROUP LTD|Insurance
FDM,FREEDOM OIL AND GAS LTD|Energy
FHS,FREEHILL MINING LIMITED.|Materials
FLN,FREELANCER LIMITED|Software & Services
FRE,FRESHTEL HOLDINGS LIMITED|Telecommunication Services
FCG,FRONTIER CAPITAL GROUP LIMITED|Commercial & Professional Services
FDV,FRONTIER DIGITAL VENTURES LIMITED|Software & Services
FNT,FRONTIER RESOURCES LIMITED|Materials
FSA,FSA GROUP LIMITED|Diversified Financials
FUN,FUNTASTIC LIMITED|Retailing
FFT,FUTURE FIBRE TECHNOLOGIES LIMITED|Technology Hardware & Equipment
FGG,FUTURE GENERATION GLOBAL INVESTMENT COMPANY LIMITED|Not Applic
FGX,FUTURE GENERATION INVESTMENT COMPANY LIMITED|Not Applic
FYI,FYI RESOURCES LIMITED|Materials
GMV,G MEDICAL INNOVATIONS HOLDINGS LIMITED|Class Pend
GUD,G.U.D. HOLDINGS LIMITED|Consumer Durables & Apparel
GEM,G8 EDUCATION LIMITED|Consumer Services
GRB,GAGE ROADS BREWING CO LIMITED|Food & Beverage & Tobacco
GXY,GALAXY RESOURCES LIMITED|Materials
GAP,GALE PACIFIC LIMITED|Consumer Durables & Apparel
GLL,GALILEE ENERGY LIMITED|Energy
GCM,GARDA CAPITAL GROUP|Not Applic
GDF,GARDA DIVERSIFIED PROPERTY FUND|Real Estate
GGX,GAS2GRID LIMITED|Energy
GCY,GASCOYNE RESOURCES LIMITED|Materials
GTY,GATEWAY LIFESTYLE GROUP|Real Estate
GML,GATEWAY MINING LIMITED|Materials
GZL,GAZAL CORPORATION LIMITED|Consumer Durables & Apparel
GBX,GB ENERGY LIMITED|Energy
GBM,GBM GOLD LTD|Materials
GBZ,GBM RESOURCES LIMITED|Materials
GBT,GBST HOLDINGS LIMITED|Software & Services
GDI,GDI PROPERTY GROUP|Real Estate
GBI,GENERA BIOSYSTEMS LIMITED|Pharmaceuticals & Biotechnology & Life Sciences
GHC,GENERATION HEALTHCARE REIT|Real Estate
GNE,GENESIS ENERGY LIMITED|Utilities
GMD,GENESIS MINERALS LIMITED|Materials
GES,GENESIS RESOURCES LIMITED|Materials
GSS,GENETIC SIGNATURES LIMITED|Pharmaceuticals & Biotechnology & Life Sciences
GTG,GENETIC TECHNOLOGIES LIMITED|Pharmaceuticals & Biotechnology & Life Sciences
GNX,GENEX POWER LIMITED|Utilities
GTK,GENTRACK GROUP LIMITED|Software & Services
GMA,GENWORTH MORTGAGE INSURANCE AUSTRALIA LIMITED|Banks
GPR,GEOPACIFIC RESOURCES LTD|Materials
GSW,GETSWIFT LIMITED|Software & Services
INC,GI DYNAMICS|GID
GBG,GINDALBIE METALS LTD|Materials
GLA,GLADIATOR RESOURCES LIMITED|Materials
GC1,GLENNON SMALL COMPANIES LIMITED|Not Applic
GLE,GLG CORP LTD|Consumer Durables & Apparel
GCS,GLOBAL CONSTRUCTION SERVICES LIMITED|Capital Goods
GEV,GLOBAL ENERGY VENTURES LTD|Energy
GFI,GLOBAL FORTUNE INVESTMENT LIMITED|Materials
GSC,GLOBAL GEOSCIENCE LIMITED|Materials
GGH,GLOBAL GOLD HOLDINGS LIMITED|Diversified Financials
GLH,GLOBAL HEALTH LIMITED|Health Care Equipment & Services
GFL,GLOBAL MASTERS FUND LIMITED|Diversified Financials
GBP,GLOBAL PETROLEUM LIMITED|Energy
GVF,GLOBAL VALUE FUND LIMITED|Not Applic
GLB,GLOBE INTERNATIONAL LIMITED|Consumer Durables & Apparel
GBE,GLOBE METALS & MINING LIMITED|Materials
GME,GME RESOURCES LIMITED|Materials
GOE,GO ENERGY GROUP LIMITED|Capital Goods
GCN,GOCONNECT LIMITED|Software & Services
GFY,GODFREYS GROUP LIMITED|Retailing
GMN,GOLD MOUNTAIN LIMITED|Materials
GOR,GOLD ROAD RESOURCES LIMITED|Materials
GCR,GOLDEN CROSS RESOURCES LTD|Materials
GED,GOLDEN DEEPS LIMITED.|Materials
GMR,GOLDEN RIM RESOURCES LTD|Materials
GMY,GOLDFIELDS MONEY LIMITED|Banks
GSE,GOLDSEARCH LIMITED|Materials
GDA,GONDWANA RESOURCES LIMITED|Materials
GMG,GOODMAN GROUP|Real Estate
GMP,GOODMAN PLUS TRUST|Not Applic
GOO,GOOROO VENTURES LIMITED|Software & Services
GOW,GOWING BROS LIMITED|Diversified Financials
GPS,GPS ALLIANCE HOLDINGS LIMITED|Real Estate
GPT,GPT GROUP|Real Estate
GNG,GR ENGINEERING SERVICES LIMITED|Materials
GNC,GRAINCORP LIMITED|Food & Beverage & Tobacco
GGE,GRAND GULF ENERGY LIMITED|Energy
GBA,GRANDBRIDGE LIMITED|Diversified Financials
GRR,GRANGE RESOURCES LIMITED.|Materials
GPX,GRAPHEX MINING LIMITED|Materials
GRA,GRAPHITECORP LIMITED|Materials
GEG,GRAYS ECOMMERCE GROUP LIMITED|Software & Services
GBR,GREAT BOULDER RESOURCES LIMITED|Materials
GTE,GREAT WESTERN EXPLORATION LIMITED.|Materials
GXL,GREENCROSS LIMITED|Retailing
GGG,GREENLAND MINERALS AND ENERGY LIMITED|Materials
GPP,GREENPOWER ENERGY LIMITED|Energy
GRV,GREENVALE ENERGY LIMITED|Energy
GOZ,GROWTHPOINT PROPERTIES AUSTRALIA|Real Estate
GTR,GTI RESOURCES LIMITED|Materials
GTN,GTN LIMITED|Media
GLF,GULF INDUSTRIALS LIMITED|Materials
GMC,GULF MANGANESE CORPORATION LIMITED|Materials
GUL,GULLEWA LIMITED|Materials
GWA,GWA GROUP LIMITED.|Capital Goods
GWR,GWR GROUP LIMITED|Materials
HMX,HAMMER METALS LIMITED|Materials
HHM,HAMPTON HILL MINING NL|Materials
HNR,HANNANS LTD|Materials
HSN,HANSEN TECHNOLOGIES LIMITED|Software & Services
HAO,HAOMA MINING NL|Materials
HAR,HARANGA RESOURCES LIMITED|Materials
HT8,HARRIS TECHNOLOGY GROUP LIMITED|Retailing
HVN,HARVEY NORMAN HOLDINGS LIMITED|Retailing
HAS,HASTINGS TECHNOLOGY METALS LTD|Materials
HAV,HAVILAH RESOURCES LIMITED|Materials
HOG,HAWKLEY OIL AND GAS LIMITED|Energy
HWK,HAWKSTONE MINING LIMITED|Materials
HAW,HAWTHORN RESOURCES LIMITED|Materials
HZR,HAZER GROUP LIMITED|Materials
HSO,HEALTHSCOPE LIMITED.|Health Care Equipment & Services
HMO,HEARMEOUT LIMITED|Software & Services
HSK,HEEMSKIRK CONSOLIDATED LIMITED|Materials
HLX,HELIX RESOURCES LIMITED|Materials
HLO,HELLOWORLD TRAVEL LIMITED|Consumer Services
HGG,HENDERSON GROUP PLC.|Diversified Financials
HML,HENRY MORGAN LIMITED|Not Applic
HBS,HERITAGE BANK LIMITED|Not Applic
HRR,HERON RESOURCES LIMITED|Materials
HXG,HEXAGON RESOURCES LIMITED|Materials
HFA,HFA HOLDINGS LIMITED|Diversified Financials
HNG,HGL LIMITED|Capital Goods
HHY,HHY FUND|Not Applic
HPR,HIGH PEAK ROYALTIES LIMITED|Utilities
HFR,HIGHFIELD RESOURCES LIMITED|Materials
HIG,HIGHLANDS PACIFIC LIMITED|Materials
HEG,HILL END GOLD LIMITED|Materials
HGO,HILLGROVE RESOURCES LIMITED|Materials
HIL,HILLS LIMITED|Technology Hardware & Equipment
HIT,HITECH GROUP AUSTRALIA LIMITED|Commercial & Professional Services
HJB,HJB CORPORATION LIMITED|Commercial & Professional Services
HCT,HOLISTA COLLTECH LIMITED|Household & Personal Products
HOM,HOMELOANS LIMITED|Banks
HRN,HORIZON GOLD LIMITED|Materials
HZN,HORIZON OIL LIMITED|Energy
HOR,HORSESHOE METALS LIMITED|Materials
HCH,HOT CHILI LIMITED|Materials
HOT,HOTCOPPER HOLDINGS LIMITED|Software & Services
HPI,HOTEL PROPERTY INVESTMENTS|Real Estate
HRL,HRL HOLDINGS LTD|Commercial & Professional Services
HUB,HUB24 LIMITED|Diversified Financials
HGL,HUDSON INVESTMENT GROUP LIMITED|Real Estate
HDX,HUGHES DRILLING LIMITED|Materials
HHV,HUNTER HALL GLOBAL VALUE LIMITED|Diversified Financials
HHL,HUNTER HALL INTERNATIONAL LIMITED|Diversified Financials
HRE,HUNTSMAN RESOURCES LIMITED|Class Pend
HUO,HUON AQUACULTURE GROUP LIMITED|Food & Beverage & Tobacco
HTA,HUTCHISON TELECOMMUNICATIONS (AUSTRALIA) LIMITED|Telecommunication Services
INC.,HYUNDAI CAPITAL SERVICES|HCS
IS3,I SYNERGY GROUP LIMITED|Media
IAN,IAG FINANCE (NEW ZEALAND) LIMITED|Not Applic
IB8,IBOSSES CORPORATION LIMITED|Consumer Services
IBN,IBUYNEW GROUP LIMITED|Consumer Services
ICI,ICANDY INTERACTIVE LIMITED|Software & Services
ICQ,ICAR ASIA LIMITED|Media
ICT,ICOLLEGE LIMITED|Consumer Services
ICN,ICON ENERGY LIMITED|Energy
ICS,ICSGLOBAL LIMITED|Health Care Equipment & Services
IDF,IDOL 2010-1 TRUST|Not Applic
IDH,IDOL 2011-1 TRUST|Not Applic
IDJ,IDOL 2011-2 TRUST|Not Applic
IEL,IDP EDUCATION LIMITED|Consumer Services
IDT,IDT AUSTRALIA LIMITED|Pharmaceuticals & Biotechnology & Life Sciences
IKE,IKEGPS GROUP LIMITED|Technology Hardware & Equipment
IKW,IKWEZI MINING LIMITED|Energy
ILU,ILUKA RESOURCES LIMITED|Materials
IMI,IM MEDICAL LTD|Health Care Equipment & Services
IMA,IMAGE RESOURCES NL|Materials
IMD,IMDEX LIMITED|Materials
IMF,IMF BENTHAM LIMITED|Diversified Financials
IMC,IMMURON LIMITED|Pharmaceuticals & Biotechnology & Life Sciences
IPT,IMPACT MINERALS LIMITED|Materials
IPD,IMPEDIMED LIMITED|Health Care Equipment & Services
IPC,IMPERIAL PACIFIC LIMITED|Diversified Financials
IHL,IMPRESSION HEALTHCARE LIMITED|Health Care Equipment & Services
IMU,IMUGENE LIMITED|Pharmaceuticals & Biotechnology & Life Sciences
IAB,INABOX GROUP LIMITED|Telecommunication Services
ICG,INCA MINERALS LIMITED|Materials
IPL,INCITEC PIVOT LIMITED|Materials
IOG,INCREMENTAL OIL AND GAS LIMITED|Energy
INK,INDAGO ENERGY LIMITED|Energy
IGO,INDEPENDENCE GROUP NL|Materials
INF,INDIA FUND LIMITED.|Class Pend
IRL,INDIA RESOURCES LIMITED|Materials
IDA,INDIANA RESOURCES LIMITED|Materials
IDO,INDO MINES LIMITED|Materials
IDC,INDOCHINE MINING LIMITED|Materials
IDZ,INDOOR SKYDIVE AUSTRALIA GROUP LIMITED|Consumer Services
ICZ,INDUS COAL LIMITED|Energy
IND,INDUS ENERGY NL|Energy
IDR,INDUSTRIA REIT|Real Estate
ICB,INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED|Not Applic
IFN,INFIGEN ENERGY|Utilities
IFM,INFOMEDIA LTD|Software & Services
IFT,INFRATIL LIMITED.|Utilities
INA,INGENIA COMMUNITIES GROUP|Real Estate
ING,INGHAMS GROUP LIMITED|Food & Beverage & Tobacco
